line_global,folio_id,section_label,visual_category,line_in_folio,token_count,paragraph_initial_line,raw_line_tag,tokens
270,f11r,herbal,herbal,3,8,False,"f11r.3,+P0",qoty chol cthy ykychy choty dain chaiin daiin
271,f11r,herbal,herbal,4,5,False,"f11r.4,+P0",dchol chy kchy dy daiin
272,f11r,herbal,herbal,5,8,False,"f11r.5,+P0",tchol shor shor dky daiin cthy chodl daiin
273,f11r,herbal,herbal,6,8,False,"f11r.6,+P0",odl otol chaiin ykchor dair chody cthy daiin
274,f11r,herbal,herbal,7,4,False,"f11r.7,+P0",qotchy okchol cthy dy
275,f11v,herbal,herbal,1,7,True,"f11v.1,@P0",poldchody shcphy shordy qoty shol cphar dan
276,f11v,herbal,herbal,2,9,False,"f11v.2,+P0",shol dy chckhy shcthy daiin dam ykchy dain dchy
277,f11v,herbal,herbal,3,9,False,"f11v.3,+P0",otchor dy kchy tchy ar qokchd oky choldy dy
278,f11v,herbal,herbal,4,8,False,"f11v.4,+P0",qokchor cholol chyky dchy qoky ctho tchey tu
279,f11v,herbal,herbal,5,1,False,"f11v.5,*L0",dd
280,f11v,herbal,herbal,6,9,False,"f11v.6,=P0",soydy qoteey qot chor dy ddy cthor shy arg
281,f11v,herbal,herbal,7,5,False,"f11v.7,+P0",ycheor ksho dor cthey chold
282,f13r,herbal,herbal,1,9,True,"f13r.1,@P0",torshor opchy shol dy qopchy shol opchor dypchy dchg
283,f13r,herbal,herbal,2,9,False,"f13r.2,+P0",dchol chol dol shkchy ydal shy ykchy qot daiin
284,f13r,herbal,herbal,3,9,False,"f13r.3,+P0",dchor shaiin oeees ykor chor ytshy ykchy kchy dar
285,f13r,herbal,herbal,4,3,False,"f13r.4,+P0",qodchy ytchy otchor
286,f13r,herbal,herbal,5,8,False,"f13r.5,+P0",shorodo shy tshy kchol dpchy qopchy otchol cfholdy
287,f13r,herbal,herbal,6,8,False,"f13r.6,+P0",tchor dor daiin qotchol okchy okchor oiin chckhy
288,f13r,herbal,herbal,7,8,False,"f13r.7,+P0",dchy qoky chol dy qo oldy okchor doaiin
289,f13r,herbal,herbal,8,5,False,"f13r.8,+P0",shochy qokchy torchy okchey daiin
290,f13r,herbal,herbal,9,7,False,"f13r.9,+P0",oldy shey chol iin ykoly okchal daldy
291,f13r,herbal,herbal,10,3,False,"f13r.10,+P0",sotchy kchy okorory
292,f13v,herbal,herbal,1,7,True,"f13v.1,@P0",koair chtoiin otchy kchod otol otchy octhos
293,f13v,herbal,herbal,2,6,False,"f13v.2,+P0",oko qokol chodal otchol cphol choty
294,f13v,herbal,herbal,3,5,False,"f13v.3,+P0",qokchy qokod chy otchy cthody
295,f13v,herbal,herbal,4,5,False,"f13v.4,+P0",chey okos oa okshy qo
296,f13v,herbal,herbal,5,2,False,"f13v.5,+P0",qoky daiin
297,f13v,herbal,herbal,6,8,False,"f13v.6,+P0",foldaiin olcphy shol dy oty shor qotyd dairod
298,f13v,herbal,herbal,7,8,False,"f13v.7,+P0",dain okal chy qokchory dchy kok daiin shon
299,f13v,herbal,herbal,8,7,False,"f13v.8,+P0",otchy daiin dain ykol okchy kald taiin
300,f13v,herbal,herbal,9,8,False,"f13v.9,+P0",tchtod otal cthor ytal cho tal sho qocthy
301,f13v,herbal,herbal,10,5,False,"f13v.10,+P0",ol chy kchey kchor dal
302,f14r,herbal,herbal,1,6,True,"f14r.1,@P0",pcho daiin chopol shoiin daiin dain
303,f14r,herbal,herbal,2,6,False,"f14r.2,+P0",ykeey soiiin chok qokchy da okol
304,f14r,herbal,herbal,3,5,False,"f14r.3,+P0",ydaiin olchy kchor daiin olol
305,f14r,herbal,herbal,4,5,False,"f14r.4,+P0",ochkch kol shy daiin dorody
306,f14r,herbal,herbal,5,4,False,"f14r.5,+P0",qokchol dar dalo qotolo
307,f14r,herbal,herbal,6,5,False,"f14r.6,+P0",ychol oir okor choor ockhy
308,f14r,herbal,herbal,7,3,False,"f14r.7,+P0",otcho dain chckhy
309,f14r,herbal,herbal,8,5,False,"f14r.8,+P0",soshy chol shor cheos ykaiin
310,f14r,herbal,herbal,9,9,False,"f14r.9,+P0",sody chody otchody qotchy koiin sy sho ty dy
311,f14r,herbal,herbal,10,8,False,"f14r.10,+P0",qotchor chod shoty chody dol dy dy okchydy
312,f14r,herbal,herbal,11,7,False,"f14r.11,+P0",dchokchy schol dy shey dar qoty ykeeyky
313,f14r,herbal,herbal,12,6,False,"f14r.12,+P0",oeeeb chey keor chey tchyky chodalg
314,f14r,herbal,herbal,13,5,False,"f14r.13,+P0",sodaiin chy kchy kchy ykeody
315,f14v,herbal,herbal,1,8,True,"f14v.1,@P0",pdychoiin yfodain otyshy dy ypchor daiin kol ydain
316,f14v,herbal,herbal,2,9,False,"f14v.2,+P0",okchor chytshy oty chy cthy otchy ty chol daiin
317,f14v,herbal,herbal,3,8,False,"f14v.3,+P0",ychy dy daiin chcthy ykaiin dytchy ky dy
318,f14v,herbal,herbal,4,8,False,"f14v.4,+P0",ytychy ksho ykshy shokshor yty darody dyoty ds
319,f14v,herbal,herbal,5,8,False,"f14v.5,+P0",okshy daiin okchor chky qotchy daiin cthor oty
320,f14v,herbal,herbal,6,9,False,"f14v.6,+P0",qoty choky cthy chokchy dy dy dy chckhy dchyd
321,f14v,herbal,herbal,7,10,False,"f14v.7,+P0",oy kshy cho ty dydy odyd otchy kchy dshy dardy
322,f14v,herbal,herbal,8,7,False,"f14v.8,+P0",chokshor daiin okshody daiin dol dair dam
323,f14v,herbal,herbal,9,3,False,"f14v.9,+P0",dykchy ctholdg dchckhy
324,f15r,herbal,herbal,1,7,True,"f15r.1,@P0",tshor shey tchaly shy chtols shey daiin
325,f15r,herbal,herbal,2,6,False,"f15r.2,+P0",otchor qokchor oly okor shy koly
326,f15r,herbal,herbal,3,6,False,"f15r.3,+P0",qokaiin qotchy tydy daiin chol cthy
327,f15r,herbal,herbal,4,6,False,"f15r.4,+P0",scheaiin chodaiin chl sol ckhaiin sal
328,f15r,herbal,herbal,5,6,False,"f15r.5,+P0",qotchy shor cthy daiin cthy dy
329,f15r,herbal,herbal,6,6,False,"f15r.6,+P0",dchy ko kaiin chdy saiin okear
330,f15r,herbal,herbal,7,5,False,"f15r.7,+P0",daiin shkaiin cthy sho keocthy
331,f15r,herbal,herbal,8,5,False,"f15r.8,+P0",shocthy tol kaiin dain ctholy
332,f15r,herbal,herbal,9,5,False,"f15r.9,+P0",octhain qokaiin chos odaiin cthl
333,f15r,herbal,herbal,10,5,False,"f15r.10,+P0",ychain ch okshy saiiin dolchds
334,f15r,herbal,herbal,11,6,False,"f15r.11,+P0",okaiin otaiin chl sy chor choross
335,f15r,herbal,herbal,12,6,False,"f15r.12,+P0",qotor shor tcheor chy cthaiin shan
336,f15r,herbal,herbal,13,8,False,"f15r.13,+P0",ykshol dor sheey cthy dain sky shor shoty
337,f15r,herbal,herbal,14,8,False,"f15r.14,+P0",otcho kchy chol daiin ar ytol dor dom
338,f15r,herbal,herbal,15,5,False,"f15r.15,+P0",qotchor chaiin chy kol daky
339,f15v,herbal,herbal,1,5,True,"f15v.1,@P0",poror orshy choiin dtchan opchordy
340,f15v,herbal,herbal,2,7,False,"f15v.2,+P0",chor or oro aiin cthy ain dar
341,f15v,herbal,herbal,3,5,False,"f15v.3,+P0",cthor daiin qokor okeor okaiin
342,f15v,herbal,herbal,4,5,False,"f15v.4,+P0",doiin choky shol qoky qotchod
343,f15v,herbal,herbal,5,5,False,"f15v.5,+P0",otchor chor chor ytchor cthy
344,f15v,herbal,herbal,6,5,False,"f15v.6,+P0",qotchey choty kaiin otchy aiin
345,f15v,herbal,herbal,7,6,False,"f15v.7,+P0",cho sho chy chy tor ols
346,f15v,herbal,herbal,8,7,False,"f15v.8,+P0",ytchor chor ol oiin oty shol daiin
347,f15v,herbal,herbal,9,6,False,"f15v.9,+P0",otchol octhol chol chol chody kan
348,f15v,herbal,herbal,10,5,False,"f15v.10,+P0",sor chor cthoiin cthy qokaiin
349,f15v,herbal,herbal,11,6,False,"f15v.11,+P0",sol oiin cheor chol daiin cthy
350,f15v,herbal,herbal,12,4,False,"f15v.12,+P0",daiin cthor chol chor
351,f16r,herbal,herbal,1,10,True,"f16r.1,@P0",pocheody qopchey sykaiin opchy dor ychy daiin dy chor orom
352,f16r,herbal,herbal,2,8,False,"f16r.2,+P0",ychykchy otey kol shor ody otody qoy oeesordy
353,f16r,herbal,herbal,3,7,False,"f16r.3,+P0",ydor sheal okchy qoy koiin choky ykair
354,f16r,herbal,herbal,4,2,False,"f16r.4,+Pc",dainod ychealod
355,f16r,herbal,herbal,5,8,True,"f16r.5,*P0",tchor chor chs kch shocthy opchy ty ky
356,f16r,herbal,herbal,6,6,False,"f16r.6,+P0",oshaiin dyky oeees deeeod aiin toaiin
357,f16r,herbal,herbal,7,7,False,"f16r.7,+P0",daiin dalchy dyky schy aiin doal qoky
358,f16r,herbal,herbal,8,6,False,"f16r.8,+P0",shotchy ydain yky shody otol daiin
359,f16r,herbal,herbal,9,2,False,"f16r.9,+P0",saiin ytaiin
360,f16r,herbal,herbal,10,7,False,"f16r.10,+P0",toror dal dal opchy fchol ypcho okal
361,f16r,herbal,herbal,11,7,False,"f16r.11,+P0",sokchy qokol choty okchy cthy chy kchy
362,f16r,herbal,herbal,12,7,False,"f16r.12,+P0",dy cho kchy shcthy shtshy sho tchokyd
363,f16r,herbal,herbal,13,5,False,"f16r.13,+P0",qok or dl dy shey
364,f16v,herbal,herbal,1,5,True,"f16v.1,@P0",pchroiin otchor chpchol chpchey pcho
365,f16v,herbal,herbal,2,5,False,"f16v.2,+P0",ytchor ky chokchy qokchocthor shory
366,f16v,herbal,herbal,3,7,False,"f16v.3,+P0",ykchy dy choy qoty chy kchy koshet
367,f16v,herbal,herbal,4,5,False,"f16v.4,+P0",dchol chcthody cphod chotol dal
368,f16v,herbal,herbal,5,6,False,"f16v.5,+P0",ytchy chyty chor chol ytchy dan
369,f16v,herbal,herbal,6,6,False,"f16v.6,+P0",sor ch oty chkar chol dairin
370,f16v,herbal,herbal,7,5,False,"f16v.7,+P0",pchocthy chypchy qotchy ch sy
371,f16v,herbal,herbal,8,8,False,"f16v.8,+P0",daiin chol daiin chcthy qot char chor sholo
372,f16v,herbal,herbal,9,8,False,"f16v.9,+P0",dshy okaiin okaiin chol chor cthor ty chody
373,f16v,herbal,herbal,10,7,False,"f16v.10,+P0",qokchy chy dy ykchy chckhy otain cthor
374,f16v,herbal,herbal,11,3,False,"f16v.11,+P0",okytaiin chkchy saiin
375,f16v,herbal,herbal,12,4,False,"f16v.12,+P0",daiin yky otor chody
376,f16v,herbal,herbal,13,2,False,"f16v.13,+P0",sokar oaorar
377,f17r,herbal,herbal,1,10,True,"f17r.1,@P0",fshody daram ydar chog opydy ypod chop otchy dody oldckhy
378,f17r,herbal,herbal,2,9,False,"f17r.2,+P0",ydair choky okshy qodar ckhody dor otchol qodcthy ods
379,f17r,herbal,herbal,3,7,False,"f17r.3,+P0",chol or chy qodam okor chor okchom
380,f17r,herbal,herbal,4,9,False,"f17r.4,+P0",tcho shol qokol qor olaiin opydg som ypchy ypaim
381,f17r,herbal,herbal,5,9,False,"f17r.5,+P0",ychekchy cthy chor shor cphor cphaldy dair cthey qody
382,f17r,herbal,herbal,6,5,False,"f17r.6,+P0",tsho qof cho qokcheor cheteg
383,f17r,herbal,herbal,7,5,False,"f17r.7,+P0",ksheo qokchy choldshy zepchy opchordy
384,f17r,herbal,herbal,8,4,False,"f17r.8,+P0",dchchy dychear schar ykchy
385,f17r,herbal,herbal,9,4,False,"f17r.9,+P0",soy chckho da chypcham
386,f17r,herbal,herbal,10,5,False,"f17r.10,+P0",dar chear dcheor ain mol
387,f17r,herbal,herbal,11,5,False,"f17r.11,+P0",otchol cthar okaiin chol daiiin
388,f17r,herbal,herbal,12,2,False,"f17r.12,+P0",ychod chotom
389,f17r,herbal,herbal,13,2,False,"f17r.13,@Lx",oteeeon oiil
390,f17v,herbal,herbal,1,6,True,"f17v.1,@P0",pchodol chor pchy opydaiin odal dy
391,f17v,herbal,herbal,2,6,False,"f17v.2,+P0",ycheey keeor cthodal okol odaiin okal
392,f17v,herbal,herbal,3,6,False,"f17v.3,+P0",oldaig odaiin okal oldaiin chockhol olol
393,f17v,herbal,herbal,4,5,False,"f17v.4,+P0",kchor fchol cphol olcheol ok
394,f17v,herbal,herbal,5,6,False,"f17v.5,+P0",ychol chol dolcheey tchol dar ckhy
395,f17v,herbal,herbal,6,5,False,"f17v.6,+P0",oekor or okaiin or otaiin
396,f17v,herbal,herbal,7,6,False,"f17v.7,+P0",sor chkeey poiis cheor os aiin
397,f17v,herbal,herbal,8,6,False,"f17v.8,+P0",qokeey kchar ol dy choldaiin sy
398,f17v,herbal,herbal,9,5,False,"f17v.9,+P0",ycheol shol kchol choltaiin ol
399,f17v,herbal,herbal,10,5,False,"f17v.10,+P0",oytor okeor okar okol daiir
400,f17v,herbal,herbal,11,4,False,"f17v.11,+P0",qokcheo qokoiir ctheol chol
401,f17v,herbal,herbal,12,6,False,"f17v.12,+P0",oy choy keaiin chckhey ol chor
402,f17v,herbal,herbal,13,6,False,"f17v.13,+P0",ykeor chol chol cthol chkor sheol
403,f17v,herbal,herbal,14,5,False,"f17v.14,+P0",olo okeeol chodaiin okeol tchory
404,f17v,herbal,herbal,15,7,False,"f17v.15,+P0",ychor cthy che eky cheo otor oteol
405,f17v,herbal,herbal,16,5,False,"f17v.16,+P0",okcheol chol okeol cthol otcheolom
406,f17v,herbal,herbal,17,6,False,"f17v.17,+P0",qoain ar she dol qopchaiin cthor
407,f17v,herbal,herbal,18,8,False,"f17v.18,+P0",otor cheeor ol chol dor chr or eees
408,f17v,herbal,herbal,19,5,False,"f17v.19,+P0",dain chey qoaiin cthor cholchom
409,f17v,herbal,herbal,20,6,False,"f17v.20,+P0",ykeey okeey cheor chol sho odaiin
410,f17v,herbal,herbal,21,7,False,"f17v.21,+P0",oal sheor sholor or shecthy cpheor daiin
411,f17v,herbal,herbal,22,7,False,"f17v.22,+P0",qokeee dar chey keeor cheeol ctheey cthy
412,f17v,herbal,herbal,23,4,False,"f17v.23,+P0",chkeey okeor sh okeom
413,f18r,herbal,herbal,1,9,True,"f18r.1,@P0",pdrairdy darod yoar ykchol dar om chckhy octhor dal
414,f18r,herbal,herbal,2,8,False,"f18r.2,+P0",otshol qokchol chykchy okchal daiin dy chol dain
415,f18r,herbal,herbal,3,8,False,"f18r.3,+P0",qokchor chor ey or chey qokchol dy ytcharg
416,f18r,herbal,herbal,4,5,False,"f18r.4,+P0",chor or okeor ykchol okain
417,f18r,herbal,herbal,5,6,False,"f18r.5,+P0",tchor shor cthaiin cthol chlol chom
418,f18r,herbal,herbal,6,8,False,"f18r.6,+P0",ychy kchor dair ytol chcthy dar dar dal
419,f18r,herbal,herbal,7,6,False,"f18r.7,+P0",oshor shaiin cthy sholdy doldy doldaiin
420,f18r,herbal,herbal,8,6,False,"f18r.8,+P0",qokchor ckhol olody okal dy dary
421,f18r,herbal,herbal,9,4,False,"f18r.9,+P0",chol chcthal okshal chykald
422,f18r,herbal,herbal,10,5,False,"f18r.10,+P0",dar shor qokchol ol ydaiin
423,f18r,herbal,herbal,11,4,False,"f18r.11,+P0",sotchaiin chokchy chckhol chor
424,f18r,herbal,herbal,12,5,False,"f18r.12,+P0",ychair cthol daiin qokchy cthy
425,f18r,herbal,herbal,13,6,False,"f18r.13,+P0",or shaiin cth cthal okal dar
426,f18r,herbal,herbal,14,2,False,"f18r.14,+Pc",ychekch kchaiin
427,f18v,herbal,herbal,1,7,True,"f18v.1,@P0",told shor ytshy otchdal dchal dchy ytdg
428,f18v,herbal,herbal,2,7,False,"f18v.2,+P0",qoeees or oaiin shy okshy qokchy qokchy
429,f18v,herbal,herbal,3,6,False,"f18v.3,+P0",orshy qoky qoky chkchy qokshy qokam
430,f18v,herbal,herbal,4,6,False,"f18v.4,+P0",qotchy qokay qokchy ykcho ydl dar
431,f18v,herbal,herbal,5,7,False,"f18v.5,+P0",ychoees ykchy qol kchy qotchol daiir om
432,f18v,herbal,herbal,6,7,False,"f18v.6,+P0",qotor chor otchy qokeees chy ar ykar
433,f18v,herbal,herbal,7,8,False,"f18v.7,+P0",ychol dor chod qokol daiin qokol dar dy
434,f18v,herbal,herbal,8,7,False,"f18v.8,+P0",tolol sh cphoy daror ddy ytor ykam
435,f18v,herbal,herbal,9,6,False,"f18v.9,+P0",okchor qotchy qokchy ytol doky dy
436,f18v,herbal,herbal,10,5,False,"f18v.10,+P0",yk dshy dair ykol dom
437,f19r,herbal,herbal,1,9,True,"f19r.1,@P0",pchor qodchy qotshy dy tchy qotchy qoky daiin dchydy
438,f19r,herbal,herbal,2,9,False,"f19r.2,+P0",dshy chor tchy chol dytchy chordy daiin dyty cho
439,f19r,herbal,herbal,3,6,False,"f19r.3,+P0",oscheor shy tdaiin chol dor yky
440,f19r,herbal,herbal,4,5,False,"f19r.4,+P0",qokorar daiin chckhy shy kchor
441,f19r,herbal,herbal,5,4,False,"f19r.5,+P0",otchy tchy qoky daiin
442,f19r,herbal,herbal,6,5,False,"f19r.6,+P0",yshor shy daiin otytchy daiin
443,f19r,herbal,herbal,7,7,False,"f19r.7,+P0",qo cho ky cthar dor chan dar
444,f19r,herbal,herbal,8,7,False,"f19r.8,+P0",or chor daky dal chor dorl shy
445,f19r,herbal,herbal,9,6,False,"f19r.9,+P0",qotchor dy dor tchy kchy shdaiin
446,f19r,herbal,herbal,10,5,False,"f19r.10,+P0",daiin cthor chol ykchor chordy
447,f19r,herbal,herbal,11,4,False,"f19r.11,+P0",qotchy qolody choldy cthyd
448,f19r,herbal,herbal,12,4,False,"f19r.12,+P0",ykchor chor daiin daiinol
449,f19r,herbal,herbal,13,3,False,"f19r.13,+P0",os octhor ytchor
450,f19v,herbal,herbal,1,6,True,"f19v.1,@P0",pochaiin cthor chpcheos opchey py kchy
451,f19v,herbal,herbal,2,6,False,"f19v.2,+P0",qokchy kchol sor qokchos ykchy darom
452,f19v,herbal,herbal,3,6,False,"f19v.3,+P0",otchy chol daiin qotol ytol daiiin
453,f19v,herbal,herbal,4,5,False,"f19v.4,+P0",ytch chcthy qotol daiin daiin
454,f19v,herbal,herbal,5,5,False,"f19v.5,+P0",qotchy qoteey daiin doty qot
455,f19v,herbal,herbal,6,4,False,"f19v.6,+P0",ychoy kchor cthol chocthy
456,f19v,herbal,herbal,7,3,False,"f19v.7,+P0",ycho chaiin cthor
457,f19v,herbal,herbal,8,6,False,"f19v.8,+P0",toy tchey qo dchol qokchs dom
458,f19v,herbal,herbal,9,7,False,"f19v.9,+P0",ychor oky chor yt chol oky ddor
459,f19v,herbal,herbal,10,5,False,"f19v.10,+P0",daiin chor daiin qoko okchan
460,f19v,herbal,herbal,11,5,False,"f19v.11,+P0",qotol okchor daiin cthor otam
461,f19v,herbal,herbal,12,6,False,"f19v.12,+P0",otch okchodshy daiin or otaiin dai
462,f19v,herbal,herbal,13,7,False,"f19v.13,+P0",yees ykchol oty ytor ytar ytchor ytaiin
463,f19v,herbal,herbal,14,3,False,"f19v.14,+Pr",otchol cheaiin cthol
464,f20r,herbal,herbal,1,7,True,"f20r.1,@P0",kdchody chopy cheey qotchol qotoeey dchor chaiin
465,f20r,herbal,herbal,2,8,False,"f20r.2,+P0",chod ey cthey chotol odaiir qotchy cthody chodchy
466,f20r,herbal,herbal,3,8,False,"f20r.3,+P0",qoteey cho chodaiin sho qochy chey tcheodal daral
467,f20r,herbal,herbal,4,5,False,"f20r.4,+P0",ochol ol teey ot lchey
468,f20r,herbal,herbal,5,5,False,"f20r.5,+P0",pchocthy chokoaiin cheeeb opchey shosaiin
469,f20r,herbal,herbal,6,8,False,"f20r.6,+P0",choees okchor qotol cheey daiin chy choiin daiin
470,f20r,herbal,herbal,7,8,False,"f20r.7,+P0",ocho lshod daiin choteol chol dol shol otaiin
471,f20r,herbal,herbal,8,3,False,"f20r.8,+P0",schodain cheo cheody
472,f20r,herbal,herbal,9,6,False,"f20r.9,+P0",fchodees shody qotchey qokchey qocphy chokoldy
473,f20r,herbal,herbal,10,8,False,"f20r.10,+P0",ochoaiin chor sody pchodaiin chetody choky dchy toy
474,f20r,herbal,herbal,11,8,False,"f20r.11,+P0",dchod qoteeody ytchy qo tshey dchaiin chol ody
475,f20r,herbal,herbal,12,8,False,"f20r.12,+P0",shoiin cheody otchey otchy tchy qoteey daiin dar
476,f20r,herbal,herbal,13,5,False,"f20r.13,+P0",ochaiin chor chor cheey tchey
477,f20v,herbal,herbal,1,10,True,"f20v.1,@P0",faiis ar okoy shy pofochey opchy qopy choldy opydy cphy
478,f20v,herbal,herbal,2,10,False,"f20v.2,+P0",sos ykoiin cheol chol choiin checthy otol chol chodaiin oty
479,f20v,herbal,herbal,3,9,False,"f20v.3,+P0",okchy sho kchol shol chcthy qoty chy tolshy qotchy
480,f20v,herbal,herbal,4,5,False,"f20v.4,+P0",sho or aiin shol daiin
481,f20v,herbal,herbal,5,9,False,"f20v.5,+P0",tshol folchol otor shol shor fshodchy otchy chcphy dy
482,f20v,herbal,herbal,6,8,False,"f20v.6,+P0",doiiin chockhy da cheo shos cheos char aiin
483,f20v,herbal,herbal,7,7,False,"f20v.7,+P0",shocthy sho cthy daiin sheoy tey soaiin
484,f20v,herbal,herbal,8,6,False,"f20v.8,+P0",shain choraly sho ar chy daiin
485,f20v,herbal,herbal,9,7,False,"f20v.9,+P0",ykchy keody cho cthy chol shd qoty
486,f20v,herbal,herbal,10,7,False,"f20v.10,+P0",shokaiin chocthy chol daiin chy chor ety
487,f20v,herbal,herbal,11,4,False,"f20v.11,+P0",okoiin chey ol chory
488,f21r,herbal,herbal,1,7,True,"f21r.1,@P0",pchor eeockhy fychey ypchey qopcheody otaiin chan
489,f21r,herbal,herbal,2,9,False,"f21r.2,+P0",saiin chcphy oky sheaiin qotchol oteos sheey cthy daiin
490,f21r,herbal,herbal,3,8,False,"f21r.3,+P0",qotol shy cheor chy qokchey chey keey dy
491,f21r,herbal,herbal,4,6,False,"f21r.4,+P0",pchofychy daiin cthain tolosheey qocthey tolchory
492,f21r,herbal,herbal,5,8,False,"f21r.5,+P0",ykeey daiin chosy qokoiin otol chol qotcheol okeoaiin
493,f21r,herbal,herbal,6,10,False,"f21r.6,+P0",dchor kol ky chol kol qokeol chol ol qoteeol dady
494,f21r,herbal,herbal,7,7,False,"f21r.7,+P0",shoeor cheor choke dy cho cthor shy
495,f21r,herbal,herbal,8,8,False,"f21r.8,+P0",fcho kshy otor sheol ocphal opsheas cthodaiin oty
496,f21r,herbal,herbal,9,8,False,"f21r.9,+P0",okaiin sho tshaiin chkaiin sh cthey cthody cthy
497,f21r,herbal,herbal,10,9,False,"f21r.10,+P0",totchy keor chy ky qotaiin qotchol ty ctheey otaiin
498,f21r,herbal,herbal,11,9,False,"f21r.11,+P0",shol chol shol tchol chcthy otyky shey yteol shody
499,f21r,herbal,herbal,12,8,False,"f21r.12,+P0",ykeey chor sheey ysheol chor chol daiin chkaiin
500,f21v,herbal,herbal,1,7,True,"f21v.1,@P0",toldshy chofchy qofshey shckhol odaiin shey ckholy
501,f21v,herbal,herbal,2,8,False,"f21v.2,+P0",oeeesoy qokchy chody qotchy qokchy choty tchol daiin
502,f21v,herbal,herbal,3,9,False,"f21v.3,+P0",qotol keeees chotchy tcho choty chor qotol daiin dal
503,f21v,herbal,herbal,4,8,False,"f21v.4,+P0",sho chodaiin choty chol daiin daiin chty chtol
504,f21v,herbal,herbal,5,8,False,"f21v.5,+P0",osho deey ctho sho cthy daiin dait oky
505,f21v,herbal,herbal,6,6,False,"f21v.6,+P0",sho tsho chotshol chol todaiin daiin
506,f21v,herbal,herbal,7,6,False,"f21v.7,+P0",ykcho lchol cho chaiin otchy sheaiin
507,f21v,herbal,herbal,8,2,False,"f21v.8,+P0",cho kchochaiin
508,f22r,herbal,herbal,1,10,True,"f22r.1,@P0",pol olshy fcholy shol dpchy oty okoly daiin opchy ocphy
509,f22r,herbal,herbal,2,11,False,"f22r.2,+P0",ol oiin shol kor qokchol daiin okaiin cthor dain ckhy dom
510,f22r,herbal,herbal,3,8,False,"f22r.3,+P0",qokol dykaiin kchy daiin cthol ctholo dar shain
511,f22r,herbal,herbal,4,9,False,"f22r.4,+P0",pchaiin ofchy daiin cfhy doroiin ypchol sy schor daiin
512,f22r,herbal,herbal,5,9,False,"f22r.5,+P0",ol daiin qokchy dar daiin chor oldor oky choldchy
513,f22r,herbal,herbal,6,2,False,"f22r.6,+P0",chokshchy cth
514,f22r,herbal,herbal,7,8,False,"f22r.7,+P0",kchol shol dsheor chdoly ytaiin ol otchy cphal
515,f22r,herbal,herbal,8,10,False,"f22r.8,+P0",dchor oty daiin ctholy qoky chotaiin chocthy do iin dchor
516,f22r,herbal,herbal,9,5,False,"f22r.9,+P0",odaiin dain cthy ctheo aiino
517,f22r,herbal,herbal,10,10,False,"f22r.10,+P0",kchol chor daiin cthoiin dchor chey qokol dy opchol oldam
518,f22r,herbal,herbal,11,10,False,"f22r.11,+P0",do yckhody qokchy oky otoldy yty dol or chy daiin
519,f22r,herbal,herbal,12,7,False,"f22r.12,+P0",odchaiin cthy okchy kchy dchol daiin ydaiin
520,f22r,herbal,herbal,13,6,False,"f22r.13,+P0",dchor dy dain qockhy ykol okain
521,f22v,herbal,herbal,1,8,True,"f22v.1,@P0",pysaiinor ofchar oky tchy otdy sor shy qo
522,f22v,herbal,herbal,2,7,False,"f22v.2,+P0",daiin kaiin qotchy kchy tchyd dshor ychy
523,f22v,herbal,herbal,3,7,False,"f22v.3,+P0",qoky kchorl otchy cthy otchyky ytchol otam
524,f22v,herbal,herbal,4,6,False,"f22v.4,+P0",otchaiin shoty qoky saiin odaiin ytaiin
525,f22v,herbal,herbal,5,3,False,"f22v.5,+P0",dor kcheor daiin
526,f22v,herbal,herbal,6,4,False,"f22v.6,+P0",fshor shy tchor otaiin
527,f22v,herbal,herbal,7,4,False,"f22v.7,+P0",ychor chor qokchol chory
528,f22v,herbal,herbal,8,5,False,"f22v.8,+P0",qotchy cthy qokol daiin dam
529,f22v,herbal,herbal,9,6,False,"f22v.9,+P0",okshor shody chol tchol otaiin daiin
530,f22v,herbal,herbal,10,4,False,"f22v.10,+P0",qokchy daiin or ytal
531,f22v,herbal,herbal,11,3,False,"f22v.11,+P0",sokaiin oty dy
532,f22v,herbal,herbal,12,3,False,"f22v.12,+P0",ychky daiin cthy
533,f22v,herbal,herbal,13,3,False,"f22v.13,+P0",okchain chkoldy shotoly
534,f22v,herbal,herbal,14,4,False,"f22v.14,+P0",qotch olshly shol daiin
535,f22v,herbal,herbal,15,5,False,"f22v.15,+P0",sho cthy chocthy qokchy dory
536,f22v,herbal,herbal,16,2,False,"f22v.16,+Pc",saiinchy daldalol
537,f23r,herbal,herbal,1,11,True,"f23r.1,@P0",pydchdom chy fcholdy oty otchol shy opyaiin yfchy daiin ololdy dal
538,f23r,herbal,herbal,2,12,False,"f23r.2,+P0",to ar chor daiin chk dain otchy lolchor daiin dam okchol dain
539,f23r,herbal,herbal,3,5,False,"f23r.3,+P0",dchar ykor kaiin daiin cth
540,f23r,herbal,herbal,4,9,False,"f23r.4,+P0",qokoldy okaiir ykaiil qokeey ofchol dain yfchor olfchor otchald
541,f23r,herbal,herbal,5,11,False,"f23r.5,+P0",ychor qokchol ytym chol da chol ar ol ol dol dain
